bookId;title;author;Author l-f;Additional Authors;Isbn;Iisbn13;myRating;averageRating;publisher;Binding;numberOfPages;yearPublished;originalPublicationYear;dateRead;dateAdded;bookshelves;Bookshelves with positions;exclusiveShelf;My Review;Spoiler;Private Notes;Read Count;Owned Copies
53820104;Nawałnica mieczy (A Song of Ice and Fire, #3);George R.R. Martin;Martin, George R.R.;Michał Jakuszewski;;;5;4.54;Zysk i S-ka;Hardcover;1376;2013;2000;;2021/01/20;;;read;;;;1;0
53820170;Taniec ze smokami (A Song of Ice and Fire, #5);George R.R. Martin;Martin, George R.R.;Michał Jakuszewski;;;5;4.33;Zysk i S-ka;Hardcover;1312;2016;2011;;2021/01/20;;;read;;;;1;0
31437256;Nawałnica mieczy, część 2: Krew i złoto (A Song of Ice and Fire, #3.2);George R.R. Martin;Martin, George R.R.;;;;5;4.54;Zysk i S-ka;;636;2014;2000;;2021/01/20;;;read;;;;1;0
31276511;Nawałnica mieczy #1 Stal i śnieg (Pieśń Lodu i Ognia, #3.1);George R.R. Martin;Martin, George R.R.;;837785211X;9788377852118;5;4.46;Zysk i S-ka;Paperback;736;2013;2000;;2021/01/20;;;read;;;;1;0
13580647;Czarnobylska modlitwa. Kronika przyszłości;Svetlana Alexievich;Alexievich, Svetlana;Swietłana Aleksijewicz, Jerzy Czech;8375363715;9788375363715;4;4.41;Czarne;Hardcover;288;2012;1997;;2021/01/20;;;read;;;;1;0
4460688;Wyznania gejszy;Arthur Golden;Golden, Arthur;Witold Nowakowski;8388087061;9788388087066;0;4.15;Albatros;Paperback;462;2001;1997;;2021/01/20;;;read;;;;1;0
18770603;Cesarz wszech chorób. Biografia raka;Siddhartha Mukherjee;Mukherjee, Siddhartha;Jan Dzierzgowski, Agnieszka Pokojska;8375365440;9788375365443;4;4.33;Czarne;Hardcover;616;2013;2010;;2021/01/20;;;read;;;;1;0
1127800;Harry Potter i Czara Ognia (Harry Potter, #4);J.K. Rowling;Rowling, J.K.;Andrzej Polkowski, Mary GrandPré;8372780218;9788372780218;5;4.56;Media Rodzina;Paperback;768;2001;2000;;2021/01/20;;;read;;;;1;0
1367304;Harry Potter i Komnata Tajemnic (Harry Potter, #2);J.K. Rowling;Rowling, J.K.;Andrzej Polkowski, Mary GrandPré;8372780072;9788372780072;5;4.43;Media Rodzina;Paperback;366;2000;1998;;2021/01/20;;;read;;;;1;0
2283458;Harry Potter i więzień Azkabanu (Harry Potter, #3);J.K. Rowling;Rowling, J.K.;Andrzej Polkowski, Mary GrandPré;8372780145;9788372780140;5;4.58;Media Rodzina;Paperback;458;2001;1999;;2021/01/20;;;read;;;;1;0
1126624;Harry Potter i Zakon Feniksa (Harry Potter, #5);J.K. Rowling;Rowling, J.K.;Mary GrandPré, Andrzej Polkowski;837278096X;9788372780966;5;4.50;Media Rodzina;Paperback;960;2004;2003;;2021/01/20;;;read;;;;1;0
6186134;Harry Potter i Książę Półkrwi (Harry Potter, #6);J.K. Rowling;Rowling, J.K.;Andrzej Polkowski, Mary GrandPré;8372781672;9788372781673;5;4.58;Media Rodzina;Paperback;703;2008;2005;;2021/01/20;;;read;;;;1;0
5929499;Harry Potter i Insygnia Śmierci (Harry Potter, #7);J.K. Rowling;Rowling, J.K.;Andrzej Polkowski, Mary GrandPré;8372782806;9788372782809;5;4.62;Media Rodzina;Paperback;784;2008;2007;;2021/01/20;;;read;;;;1;0
30982036;Harry Potter i Przeklęte Dziecko;John Tiffany;Tiffany, John;Jack Thorne, J.K. Rowling, Piotr Budkiewicz, Małgorzata Hesko-Kołodzińska;8380082273;9788380082274;3;3.49;Media Rodzina;Hardcover;368;2016;2016;;2021/01/20;;;read;;;;1;0
42871337;Sapiens: Od zwierząt do bogów;Yuval Noah Harari;Harari, Yuval Noah;Justyn Hunia;8308068146;9788308068144;5;4.37;Wydawnictwo Literackie;Hardcover;544;2018;2011;;2021/01/20;;;read;;;;1;0
38722579;Homo deus. Krótka historia jutra;Yuval Noah Harari;Harari, Yuval Noah;Michał Romanek;8308064957;9788308064955;5;4.21;Wydawnictwo Literackie;Hardcover;552;2018;2015;;2021/01/20;;;read;;;;1;0
41215605;21 lekcji na XXI wiek;Yuval Noah Harari;Harari, Yuval Noah;Michał Romanek;8308065856;9788308065853;5;4.17;Wydawnictwo Literackie;Hardcover;456;2018;2018;;2021/01/20;;;read;;;;1;0
31915449;Pacjenci;Jürgen Thorwald;Thorwald, Jürgen;Mieczysław Oziembłowski;8308061850;9788308061855;0;4.07;Wydawnictwo Literackie;Hardcover;492;2016;1971;;2021/01/20;to-read;to-read (#3);to-read;;;;0;0
31328637;Kruchy dom duszy. Wielka odyseja chirurgii mózgu;Jürgen Thorwald;Thorwald, Jürgen;Wawrzyniec Sawicki;8308061834;9788308061831;0;3.84;Wydawnictwo Literackie;Hardcover;384;2016;1986;;2021/01/20;to-read;to-read (#4);to-read;;;;0;0
28227382;Pani Jeziora (Saga o Wiedźminie, #7);Andrzej Sapkowski;Sapkowski, Andrzej;;;;5;4.10;SuperNOWA;Paperback;520;1999;1999;;2021/01/20;;;read;;;;1;0
68451;Ostatnie życzenie (Saga o Wiedźminie, #0.5);Andrzej Sapkowski;Sapkowski, Andrzej;;8370540619;9788370540616;5;4.14;superNOWA;Paperback;286;1995;1993;;2021/01/20;;;read;;;;1;0
18714223;Sezon burz (Saga o Wiedźminie, #6);Andrzej Sapkowski;Sapkowski, Andrzej;;8375780596;9788375780598;4;3.96;superNOWA;Paperback;404;2013;2013;;2021/01/20;;;read;;;;1;0
68458;Krew elfów (Saga o Wiedźminie, #1);Andrzej Sapkowski;Sapkowski, Andrzej;;8370540791;9788370540791;5;4.10;superNOVA;Paperback;295;2007;1994;;2021/01/20;;;read;;;;1;0
1876770;Chrzest ognia (Saga o Wiedźminie, #3);Andrzej Sapkowski;Sapkowski, Andrzej;;;;5;4.26;SuperNOWA;Paperback;336;1996;1996;;2021/01/20;;;read;;;;1;0
35170512;Gen. Ukryta historia;Siddhartha Mukherjee;Mukherjee, Siddhartha;Jan Dzierzgowski;8380494938;9788380494930;0;4.36;Czarne;Hardcover;600;2017;2016;;2021/01/20;to-read;to-read (#10);to-read;;;;0;0
48913030;Chór zapomnianych głosów (Chór, #1);Remigiusz Mróz;Mróz, Remigiusz;;8366431320;9788366431324;3;3.62;Czwarta Strona;Paperback;496;2019;2014;;2021/01/20;;;read;;;;1;0
42421488;Ślepnąc od świateł (Ślepnąc od świateł, #1);Jakub Żulczyk;Żulczyk, Jakub;;8381391733;9788381391733;0;3.83;Świat Książki;Paperback;520;2018;2014;;2021/01/20;to-read;to-read (#18);to-read;;;;0;0
34372678;Prowadź swój pług przez kości umarłych;Olga Tokarczuk;Tokarczuk, Olga;;8308063217;9788308063217;0;3.96;Wydawnictwo Literackie;Paperback;320;2017;2009;;2021/01/20;;;read;;;;1;0
6512490;Dziewczyna, która igrała z ogniem (Millennium, #2);Stieg Larsson;Larsson, Stieg;Paulina Rosińska;8375540900;9788375540901;4;4.25;Wydawnictwo Jacek Santorski & Co ;Paperback;704;2009;2006;;2021/01/20;;;read;;;;1;0
6512460;Mężczyźni, którzy nienawidzą kobiet (Millennium, #1);Stieg Larsson;Larsson, Stieg;Beata Walczak-Larsson;8375540595;9788375540598;4;4.16;Wydawnictwo Jacek Santorski & Co;Paperback;640;2008;2005;;2021/01/20;;;read;;;;1;0
7076244;Zamek z piasku, który runął (Millennium, #3);Stieg Larsson;Larsson, Stieg;Alicja Rosenau;8375541273;9788375541274;4;4.23;Czarna Owca;Paperback;784;2009;2007;;2021/01/20;;;read;;;;1;0
25500267;Co nas nie zabije (Millennium, #4);David Lagercrantz;Lagercrantz, David;Stieg Larsson, Irena Muszalska, Maciej Muszalski;8380152263;9788380152267;2;3.80;Czarna Owca;Hardcover;504;2015;2015;;2021/01/20;;;read;;;;1;0
6109015;Zbrodnia i kara;Fyodor Dostoevsky;Dostoevsky, Fyodor;J.P. Zajączkowski, Fjodor Dostojewski;8373377336;9788373377332;0;4.26;Prószyński i S-ka;Paperback;452;2004;1866;;2021/01/20;;;read;;;;1;0
1817067;Anioły i demony (Robert Langdon, #1);Dan Brown;Brown, Dan;Bożena Jóźwiak;8389779005;9788389779007;0;3.94;Albatros;Paperback;560;2005;2000;;2021/01/20;;;read;;;;1;0
6534541;Drużyna Pierścienia (Władca Pierścieni, #1);J.R.R. Tolkien;Tolkien, J.R.R.;Maria Skibniewska;8373194223;9788373194229;3;4.39;Muza;Hardcover;534;2001;1954;;2021/01/20;;;read;;;;1;0
25611889;Zaklinacz deszczu;John Grisham;Grisham, John;;;9788324133475;4;3.99;Amber;Paperback;480;2009;1995;;2021/01/20;;;read;;;;1;0
2643169;Kod Leonarda da Vinci (Robert Langdon, #2);Dan Brown;Brown, Dan;Krzysztof Mazurek;8391913120;9788391913123;4;3.91;Albatros/Sonia Draga;Paperback;568;2005;2003;;2021/01/20;;;read;;;;1;0
6657492;Powrót Króla (Władca Pierścieni, #3);J.R.R. Tolkien;Tolkien, J.R.R.;Maria Skibniewska;8373190503;9788373190504;4;4.56;Muza;Hardcover;553;2001;1955;;2021/01/20;;;read;;;;1;0
6534552;Dwie wieże (Władca Pierścieni, #2);J.R.R. Tolkien;Tolkien, J.R.R.;Maria Skibniewska;8373199772;9788373199774;4;4.48;Muza;Hardcover;436;2001;1954;;2021/01/20;;;read;;;;1;0
3244048;Mały Książę;Antoine de Saint-Exupéry;Saint-Exupéry, Antoine de;Halina Szwykowska;;9788374952750;0;4.32;Muza;hardcover;94;2007;1943;;2021/01/20;;;read;;;;1;0
29223231;Shantaram (Shantaram, #1);Gregory David Roberts;Roberts, Gregory David;Maciejka Mazan;8365282313;9788365282316;4;4.27;Marginesy;Hardcover;800;2016;2003;;2021/01/20;;;read;;;;1;0
11834946;Król Szczurów;James Clavell;Clavell, James;;8361516069;9788361516064;5;4.18;Wydawnictwo Vis-a-Vis/ Etiuda;Hardcover;432;2009;1962;;2021/01/20;;;read;;;;1;0
35501943;Fakap, czyli moja przygoda ze start-upem;Dan  Lyons;Lyons, Dan;Monika Skowron;8324042202;9788324042203;2;3.91;Społeczny Instytut Wydawniczy Znak;Paperback;384;2017;2016;;2021/01/20;;;read;;;;1;0
24198619;House of Cards (Francis Urquhart, #1);Michael Dobbs;Dobbs, Michael;Agnieszka Sobolewska;832402655X;9788324026555;4;3.97;Społeczny Instytut Wydawniczy Znak;Paperback;416;2015;1989;;2021/01/20;;;read;;;;1;0
25742940;House of Cards. Ograć króla (Francis Urquhart, #2);Michael Dobbs;Dobbs, Michael;Agnieszka Sobolewska;8324035079;9788324035076;4;3.78;Społeczny Instytut Wydawniczy Znak;Paperback;400;2015;1992;;2021/01/20;;;read;;;;1;0
28231694;House of Cards. Ostatnie rozdanie (Francis Urquhart, #3);Michael Dobbs;Dobbs, Michael;Agnieszka Sobolewska;8324035354;9788324035359;4;3.79;Społeczny Instytut Wydawniczy Znak;Paperback;528;2016;1995;;2021/01/20;;;read;;;;1;0
31743184;Podział władzy (Mitch Rapp, #5);Vince Flynn;Flynn, Vince;Jan Stanisław Zaus;8373018352;9788373018358;0;4.32;Rebis;Paperback;368;2006;2001;;2021/01/20;;;read;;;;1;0
32742604;HTML i CSS. Zaprojektuj i zbuduj witrynę WWW;Jon Duckett;Duckett, Jon;Piotr Rajca;832466520X;9788324665204;0;4.31;Helion;Paperback;506;2014;2011;;2021/01/20;;;read;;;;1;0
40746977;JavaScript i jQuery Interaktywne strony WWW dla każdego.: Podręcznik Front-End Developera;Jon Duckett;Duckett, Jon;;8328344785;9788328344785;0;4.30;Helion;Paperback;648;2018;2013;;2021/01/20;;;read;;;;1;0
9755563;Czysty kod. Podręcznik dobrego programisty;Robert C. Martin;Martin, Robert C.;Paweł Gonera;8324621881;9788324621880;0;4.38;Wydawnictwo Helion;Paperback;424;2010;2007;;2021/01/20;to-read;to-read (#35);to-read;;;;0;0
19357402;Mistrz czystego kodu. Kodeks postępowania profesjonalnych programistów;Robert C. Martin;Martin, Robert C.;Wojciech Moch;8324675345;9788324675340;0;4.27;Wydawnictwo Helion;Paperback;213;2013;2011;;2021/01/20;to-read;to-read (#36);to-read;;;;0;0
33012202;Mądrzej, szybciej, lepiej. Sekret efektywności;Charles Duhigg;Duhigg, Charles;Bernadeta Minakowska-Koca;8301188863;9788301188863;0;3.90;Wydawnictwo Naukowe PWN;Paperback;432;2016;2016;;2021/01/20;to-read;to-read (#37);to-read;;;;0;0
40805406;Praca głęboka. Jak odnieść sukces w świecie, w którym ciągle coś nas rozprasza;Cal Newport;Newport, Cal;Władysław Jeżewski;;9788365068958;4;4.18;Studio Emka;Paperback;236;2018;2016;;2021/01/20;;;read;;;;1;0
42486404;Factfulness. Dlaczego świat jest lepszy, niż myślimy, czyli jak stereotypy zastąpić realną wiedzą;Hans Rosling;Rosling, Hans;Ola Rosling, Anna Rosling Rönnlund, Monika Popławska;8380084993;9788380084995;0;4.36;Media Rodzina;Hardcover;368;2018;2018;;2021/01/20;to-read;to-read (#38);to-read;;;;0;0
10390735;Freakonomia. Świat od podszewki;Steven D. Levitt;Levitt, Steven D.;Stephen J. Dubner, Agnieszla Sobolewska;;9788324014477;4;4.00;Wydawnictwo ZNAK;Paperback;320;2011;2005;;2021/01/20;;;read;;;;1;0
10398426;Superfreakonomia. Globalne ochłodzenie, patriotyczne prostytutki i dlaczego zamachowcy - samobójcy powinni wykupić polisę na życie.;Steven D. Levitt;Levitt, Steven D.;;8324014616;9788324014613;4;4.00;Wydawnictwo ZNAK;Paperback;264;2011;2009;;2021/01/20;;;read;;;;1;0
9253814;Jak zdobyć przyjaciół i zjednać sobie ludzi;Dale Carnegie;Carnegie, Dale;Paweł Cichawa;8385881018;9788385881018;4;4.22;Studio Emka;Paperback;295;1981;1936;;2021/01/20;;;read;;;;1;0
16046231;Nie mów nikomu;Harlan Coben;Coben, Harlan;Zbigniew A. Królicki;8376593242;9788376596129;0;4.08;Wydawnictwo Albatros;Paperback;400;2012;2001;;2021/01/20;;;read;;;;1;0
41135654;Lalka;Bolesław Prus;Prus, Bolesław;;;;0;3.80;Państwowy Instytut Wydawniczy;Paperback;;1977;1890;;2021/01/20;;;read;;;;1;0
6459570;Wesele;Stanisław Wyspiański;Wyspiański, Stanisław;;;;0;3.16;Zakład Narodowy im. Ossolińskich;Paperback;258;1977;1901;;2021/01/20;;;read;;;;1;0
15840153;Janko Muzykant;Henryk Sienkiewicz;Sienkiewicz, Henryk;;8373271791;9788373271791;0;2.86;Wydawnictwo GREG;Paperback;24;2005;1878;;2021/01/20;;;read;;;;1;0
18332417;Bobas Lubi Wybór;Gill Rapley;Rapley, Gill;Tracey Murkett, Aleksandra Sekuła, Anna Rogozińska, Anna Zdrojewska-Żywiecka;8362829028;9788362829026;4;3.94;Mamania;Paperback;256;2010;2008;;2021/01/20;;;read;;;;1;0
22841838;Twoje kompetentne dziecko;Jesper Juul;Juul, Jesper;;8362445025;9788362445028;0;4.26;MiND;Paperback;262;2011;1995;;2021/01/20;to-read;to-read (#45);to-read;;;;0;0
17163378;Wywieranie wpływu na ludzi:  Teoria i praktyka;Robert B. Cialdini;Cialdini, Robert B.;;8374892501;9788374892506;5;4.21;Gdańskike Wydawnictwo Psychologiczne sp.z o.o.;Hardcover;326;2012;1984;;2021/01/20;;;read;;;;1;0
43788996;Nauka w kuchni. Przełomowe historie sztuki kulinarnej;Michał Kuźmiński;Kuźmiński, Michał;;8324055657;9788324055654;4;3.91;Znak;Paperback;352;2019;;;2021/01/20;;;read;;;;1;0
16163005;Mroczna wieża (Mroczna Wieża, #7);Stephen King;King, Stephen;Zbigniew A. Królicki;8376597485;9788376597485;0;4.28;Albatros;Paperback;704;2012;2004;;2021/01/20;to-read;to-read (#52);to-read;;;;0;0
6476132;Pieśń Susannah (Mroczna Wieża, #6);Stephen King;King, Stephen;Krzysztof Sokołowski;8373592164;;0;3.99;Albatros;Paperback;464;2005;2004;;2021/01/20;to-read;to-read (#51);to-read;;;;0;0
6476130;Wilki z Calla (Mroczna Wieża, #5);Stephen King;King, Stephen;Zbigniew A. Królicki;8373591427;9788373591424;4;4.19;Albatros;Paperback;736;2004;2003;;2021/01/20;;;read;;;;1;0
6476128;Czarnoksiężnik i kryształ (Mroczna Wieża, #4);Stephen King;King, Stephen;Krzysztof Sokołowski;8373590250;9788373590250;4;4.26;Albatros;Paperback;816;2003;1997;;2021/01/20;;;read;;;;1;0
6476126;Ziemie jałowe (Mroczna Wieża, #3);Stephen King;King, Stephen;Zbigniew A. Królicki;8373590242;;4;4.25;Albatros;Paperback;560;2002;1991;;2021/01/20;;;read;;;;1;0
6476123;Powołanie trójki (Mroczna Wieża, #2);Stephen King;King, Stephen;Zbigniew A. Królicki;838808786X;;4;4.23;Albatros;Paperback;448;2002;1987;;2021/01/20;;;read;;;;1;0
6476120;Roland (Mroczna Wieża, #1);Stephen King;King, Stephen;Andrzej Szulc;8388087843;;4;3.93;Albatros;Paperback;256;2002;1982;;2021/01/20;;;read;;;;1;0
6441023;Gildia Magów (Trylogia Czarnego Maga, #1);Trudi Canavan;Canavan, Trudi;Agnieszka Fulińska;8392579607;9788392579601;3;3.95;Galeria Książki;Paperback;520;2007;2001;;2021/01/20;;;read;;;;1;0
6531762;Komórka;Stephen King;King, Stephen;Zbigniew A. Królicki;;;2;3.66;Albatros;Hardcover;427;2007;2006;;2021/01/20;;;read;;;;1;0
7674103;Bastion;Stephen King;King, Stephen;Robert P. Lipski;8373599584;9788373599581;5;4.35;Albatros;Paperback;1165;2009;1978;;2021/01/20;;;read;;;;1;0
6475808;Ręka Mistrza;Stephen King;King, Stephen;Michał Juszkiewicz;;9788374698368;3;3.97;Prószyński i S-ka;Paperback with flaps;640;2008;2008;;2021/01/20;;;read;;;;1;0
18305596;Doktor Sen (Lśnienie, #2);Stephen King;King, Stephen;Tomasz Wilusz;8378396185;9788378396185;0;4.13;Prószyński i S-ka;Paperback;656;2013;2013;;2021/01/20;to-read;to-read (#50);to-read;;;;0;0
7923725;Cmętarz zwieżąt;Stephen King;King, Stephen;Paulina Braiter-Ziemkiewicz;837648124X;9788376481241;4;4.05;Prószyński i S-ka;Paperback with flaps;423;2009;1983;;2021/01/20;;;read;;;;1;0
7870438;Pod kopułą;Stephen King;King, Stephen;Agnieszka Barbara Ciepłowska, Tomasz Wilusz;8376483498;9788376483498;4;3.92;Prószyński i S-ka;Paperback;928;2010;2009;;2021/01/20;;;read;;;;1;0
20442967;Pan Mercedes (Bill Hodges, #1);Stephen King;King, Stephen;Danuta Górska;8378859363;9788378859369;0;4.01;Albatros;Paperback;575;2014;2014;;2021/01/20;to-read;to-read (#49);to-read;;;;0;0
13149190;Zielona Mila;Stephen King;King, Stephen;;837359616X;9788373596160;5;4.47;Wydawnictwo Albatros - Andrzej Kuryłowicz;Paperback;416;2007;1996;;2021/01/20;;;read;;;;1;0
7514930;Carrie;Stephen King;King, Stephen;Danuta Górska;;9788374696012;0;3.98;Prószyński i S-ka;Paperback;208;2007;1974;;2021/01/20;;;read;;;;1;0
17178782;Miasteczko Salem;Stephen King;King, Stephen;Arkadiusz Nakoniecznik;8376486071;9788376486079;5;4.05;Prószyński i S-ka;Paperback;524;2011;1975;;2021/01/20;;;read;;;;1;0
36124936;The Outsider;Stephen King;King, Stephen;;1501180983;9781501180989;4;4.00;Scribner;Hardcover;561;2018;2018;;2021/01/20;;;read;;;;1;0
23473374;Lekko Stronniczy - jeszcze więcej;Włodek Markowicz;Markowicz, Włodek;Karol Paciorek;;;4;3.34;;Paperback;304;2014;2014;;2021/01/20;;;read;;;;1;0
29541641;Kropki;Włodek Markowicz;Markowicz, Włodek;;8324036296;9788324036295;3;3.40;Flow books;Paperback;360;2016;2016;;2021/01/20;;;read;;;;1;0
34805143;Złe matki są najlepsze. Poradnik szczęśliwej mamy;Matylda Kozakiewicz;Kozakiewicz, Matylda;;8324038191;9788324038190;0;3.93;Znak literanova;Paperback;288;2017;2017;;2021/01/20;;;read;;;;1;0
33823748;Sztuka zwycięstwa;Phil Knight;Knight, Phil;;;;0;4.47;Rebis;Paperback;488;2016;2016;;2021/01/20;to-read;to-read (#48);to-read;;;;0;0
15720701;Helter Skelter. Prawdziwa historia morderstw Mansona;Vincent Bugliosi;Bugliosi, Vincent;Curt Gentry, Mirosław P. Jabłoński;8388141082;9788388141089;0;4.06;Wydawnictwo Szafa;Paperback;615;2010;1974;;2021/01/20;;;read;;;;1;0
20901022;You Don't Know JS: Scope and Closures (You Don't Know JS, #2);Kyle Simpson;Simpson, Kyle;;1449335586;9781449335588;0;4.55;O'Reilly Media;Paperback;96;2014;2014;;2021/01/20;;;read;;;;1;0
25136217;You Don't Know JS: Up & Going;Kyle Simpson;Simpson, Kyle;;1491924411;9781491924419;0;4.34;O'Reilly Media, Inc.;ebook;72;2015;2015;;2021/01/20;;;read;;;;1;0
24807908;Stulecie Winnych. Ci, którzy walczyli (Stulecie Winnych, #2);Ałbena Grabowska;Grabowska, Ałbena;;8364776312;9788364776311;0;4.11;Zwierciadło;Paperback;304;2015;2015;;2021/01/20;to-read;to-read (#46);to-read;;;;0;0
25077156;Stulecie Winnych. Ci którzy wierzyli (Stulecie Winnych, #3);Ałbena Grabowska;Grabowska, Ałbena;;8364776401;9788364776403;0;3.76;Zwierciadło;Paperback;356;2015;2015;;2021/01/20;to-read;to-read (#47);to-read;;;;0;0
5346;The Last Juror;John Grisham;Grisham, John;;0385339682;9780385339681;0;3.93;Delta;Paperback;278;2006;2004;;2021/01/20;;;read;;;;1;0
5359;The Client;John Grisham;Grisham, John;;0385339089;9780385339087;0;4.05;Delta Trade Paperbacks;Paperback;483;2005;1993;;2021/01/20;;;read;;;;1;0
5358;The Firm;Robin Waterfield;Waterfield, Robin;John Grisham;0582418275;9780582418271;0;4.05;Addison Wesley Publishing Company;Paperback;76;2000;1991;;2021/01/20;;;read;;;;1;0
50883005;Żywność dla dzieci;Anna Makowska;Makowska, Anna;;;9788395467004;4;4.13;Doktor Ania Publishing;Paperback;248;2019;;;2021/01/20;;;read;;;;1;0
42843821;Smart shopping. Kupuj świadomie! Żyj zdrowiej!;Anna Makowska;Makowska, Anna;;8380534573;9788380534575;0;3.68;Burda Książki;Paperback;240;2018;;;2021/01/20;;;read;;;;1;0
39218163;Jak mówić, żeby maluchy nas słuchały. Poradnik przetrwania dla rodziców dzieci w wieku 2-7 lat;Joanna Faber;Faber, Joanna;Julie King, Beata Horosiewicz, Coco Faber, Tracy Faber, Sam Faber Manning;8380083474;9788380083479;5;4.41;Media Rodzina;Paperback;432;2017;2017;;2021/01/20;;;read;;;;1;0
12529197;Jak mówić, żeby dzieci nas słuchały, jak słuchać, żeby dzieci do nas mówiły;Adele Faber;Faber, Adele;Elaine Mazlish, Mariola Więznowska;8372785015;9788372785015;5;4.27;Media Rodzina;Paperback;288;2008;1980;;2021/01/20;;;read;;;;1;0
49987464;Pucio umie opowiadać;Marta Galewska-Kustra;Galewska-Kustra, Marta;Joanna Kłos;8310135181;9788310135186;5;4.61;Nasza Księgarnia;Hardcover;40;2019;2019;;2021/01/20;;;read;;;;1;0
41837354;Pucio na wakacjach. Ćwiczenia wymowy dla przedszkolaków;Marta Galewska-Kustra;Galewska-Kustra, Marta;Joanna Kłos;8310133421;9788310133427;5;4.61;Nasza Księgarnia;Board book;40;2018;;;2021/01/20;;;read;;;;1;0
35426788;Pucio mówi pierwsze słowa;Marta Galewska-Kustra;Galewska-Kustra, Marta;Joanna Kłos;8310131534;9788310131539;5;4.46;Nasza Księgarnia;Board book;40;2017;;;2021/01/20;;;read;;;;1;0
36543756;W sercu emocji dziecka: Jak rozumieć i wspierać swoje dziecko;Isabelle Filliozat;Filliozat, Isabelle;;8364647946;9788364647949;5;4.35;Esprit;Paperback;248;2016;1999;;2021/01/20;;;read;;;;1;0
38329777;Nowe AlaAntkowe BLW;Joanna Anger;Anger, Joanna;Anna Piszczek;8365796252;9788365796257;5;3.93;mamania;Hardcover;192;2017;;;2021/01/20;;;read;;;;1;0
35672257;Ania. Biografia Anny Przybylskiej;Grzegorz Kubicki;Kubicki, Grzegorz;Maciej Drzewicki;8326825476;9788326825477;4;4.23;Agora S.A.;Hardcover;392;2017;;;2021/01/20;;;read;;;;1;0
49367594;Odporność. Czy Twoje dziecko może nie chorować?;Marcin Korczyk;Korczyk, Marcin;;8395564007;9788395564000;5;3.85;Pan Tabletka;Hardcover;240;2019;;;2021/01/20;;;read;;;;1;0
43374889;Idealny rodzic nie istnieje;Kamil Nowak;Nowak, Kamil;;;9788395233708;5;3.70;Wydawnictwo Utopia;Hardcover;251;2018;2018;;2021/01/20;;;read;;;;1;0
38100384;AlaAntkowe BLW;Joanna Anger;Anger, Joanna;Anna Piszczek;836508712X;9788365087126;5;3.85;Mamania;Hardcover;208;2015;2015;;2021/01/20;;;read;;;;1;0
43328782;Rozwój seksualny dzieci;Karolina Piotrowska;Piotrowska, Karolina;;;9788366057029;4;4.28;Wydawnictwo Natuli;Paperback;154;2018;2018;;2021/01/20;;;read;;;;1;0
41730732;Karmienie piersią;Magda Karpienia;Karpienia, Magda;;9788366057;;4;3.90;Wydawnictwo Natuli;Paperback;216;2018;;;2021/01/20;;;read;;;;1;0
50874210;Jak zrozumieć małe dziecko;Joanna Jeżak;Jeżak, Joanna;Ewa Krogulska, Małgorzata Musiał, Agnieszka Nuckowska, Anna Siudut-Stajura, Olga Trybel, Magdalena Trzewik;8366057054;9788366057050;5;4.24;Natuli;Paperback;286;2019;2019;;2021/01/20;;;read;;;;1;0
7198227;Monopol na zbawienie;Szymon Hołownia;Hołownia, Szymon;;;;0;3.76;Znak;Paperback;456;2009;2009;;2021/01/20;;;read;;;;1;0
5987852;Noteka 2015;Konrad T. Lewandowski;Lewandowski, Konrad T.;;8386758783;9788386758784;0;4.03;Fantasmagoricon;Paperback;348;1996;1995;;2021/01/20;;;read;;;;1;0
31201249;Sprawiedliwi zdrajcy. Sąsiedzi z Wołynia;Witold Szabłowski;Szabłowski, Witold;;8324043187;9788324043187;0;4.42;Społeczny Instytut Wydawniczy Znak;Hardcover;384;2016;2016;;2021/01/20;to-read;to-read (#44);to-read;;;;0;0
35672076;Himalaistki. Opowieść o kobietach, które pokonały każdy szczyt;Mariusz Sepioło;Sepioło, Mariusz;;8324049770;9788324049776;0;3.59;Społeczny Instytut Wydawniczy Znak;Hardcover;300;2017;2017;;2021/01/20;;;read;;;;1;0
33842348;Polskie Archiwum X;Piotr Litka;Litka, Piotr;Bogdan Michalec, Mariusz Nowak;8327711741;9788327711748;0;3.57;WAM;Paperback;280;2016;;;2021/01/20;;;read;;;;1;0
23263939;Stulecie Winnych. Ci, którzy przeżyli (Stulecie Winnych, #1);Ałbena Grabowska;Grabowska, Ałbena;;8364776037;9788364776038;0;4.14;Zwierciadło;Paperback;356;2014;2014;;2021/01/20;to-read;to-read (#43);to-read;;;;0;0
24792507;Carte Blanche;Jacek Lusiński;Lusiński, Jacek;;8361432973;9788361432975;0;3.45;Wydawnictwo Axis Mundi;Paperback;220;2015;2015;;2021/01/20;;;read;;;;1;0
34925384;Wanda. Opowieść o sile życia i śmierci. Historia Wandy Rutkiewicz;Anna Kamińska;Kamińska, Anna;;8308063578;9788308063576;0;4.11;Wydawnictwo Literackie;Hardcover;480;2017;2017;;2021/01/20;;;read;;;;1;0
7749858;Kościół dla średnio zaawansowanych;Szymon Hołownia;Hołownia, Szymon;;8324012915;9788324012916;0;3.68;wydawnictwo Znak;Paperback;224;2010;2010;;2021/01/20;;;read;;;;1;0
9634870;Bóg. Życie i twórczość;Szymon Hołownia;Hołownia, Szymon;;;;0;3.39;Znak;Paperback;262;2010;;;2021/01/20;;;read;;;;1;0
