bookId;title;author;Author l-f;Additional Authors;Isbn;Iisbn13;myRating;averageRating;publisher;Binding;numberOfPages;yearPublished;originalPublicationYear;dateRead;dateAdded;bookshelves;Bookshelves with positions;exclusiveShelf;My Review;Spoiler;Private Notes;Read Count;Owned Copies
39808472;Talking to My Daughter: A Brief History of Capitalism;Yanis Varoufakis;Varoufakis, Yanis;;1784705756;9781784705756;0;4.12;RANDOM HOUSE UK;Paperback;224;2018;2013;;2022/01/17;to-read;to-read (#183);to-read;;;;0;0
44595007;Indistractable: How to Control Your Attention and Choose Your Life;Nir   Eyal;Eyal, Nir;Julie Li;194883653X;9781948836531;0;3.75;BenBella Books;Hardcover;290;2019;2019;;2022/01/17;to-read;to-read (#182);to-read;;;;0;0
36516600;Otoczeni przez idiotów. Jak dogadać się z tymi, których nie sposób zrozumieć;Thomas Erikson;Erikson, Thomas;Małgorzata Maruszkin;8380321944;9788380321946;0;3.47;Wielka Litera;Paperback;288;2017;2014;;2022/01/13;to-read;to-read (#181);to-read;;;;0;0
36587680;Wszechświat krok po kroku;Łukasz Lamża;Lamża, Łukasz;;8378862399;9788378862390;0;4.06;Copernicus Center Press;Hardcover;312;2017;2017;;2022/01/10;to-read;to-read (#180);to-read;;;;0;0
31817750;Król;Szczepan Twardoch;Twardoch, Szczepan;;8308062245;9788308062241;4;4.19;Wydawnictwo Literackie;Paperback;432;2016;2016;2022/01/09;2021/01/20;;;read;;;;1;0
54668242;Całkiem zwyczajny kraj. Historia Polski bez martyrologii;Brian Porter-Szücs;Porter-Szücs, Brian;Anna Dzierzgowska, Jan Dzierzgowski;8395797346;9788395797347;0;4.44;Wydawnictwo Filtry;Hardcover;620;2021;2014;;2022/01/03;to-read;to-read (#179);to-read;;;;0;0
56897484;The Chancellor: The Remarkable Odyssey of Angela Merkel;Kati Marton;Marton, Kati;;1501192620;9781501192623;0;4.33;Simon & Schuster;Hardcover;368;2021;2021;;2022/01/03;to-read;to-read (#178);to-read;;;;0;0
59001451;Połącz kropki. Nanoboty medyczne, drony zabójcy, odczytywanie myśli i inne technologie przyszłości;Łukasz Lamża;Lamża, Łukasz;;8378865967;9788378865964;0;4.11;Copernicus Center Press;Paperback;274;2021;2021;;2022/01/03;to-read;to-read (#177);to-read;;;;0;0
58415609;Anomalia;Hervé Le Tellier;Tellier, Hervé Le;Beata Geppert, Marek Bieńczyk;8396126488;9788396126481;0;3.82;Filtry;Hardcover;384;2021;2020;;2022/01/01;to-read;to-read (#176);to-read;;;;0;0
59862682;Learning Patterns;Lydia Hallie;Hallie, Lydia;Addy Osmani;;;0;3.88;;ebook;435;2021;;;2021/12/20;to-read;to-read (#175);to-read;;;;0;0
48578305;#wrzenie. Lewaczka, ksiądz i polski kocioł;Karolina Korwin Piotrowska;Piotrowska, Karolina Korwin;Grzegorz Kramer;8327717278;9788327717276;4;3.76;Wydawnictwo WAM;Hardcover;352;2019;2019;2021/12/20;2021/06/02;;;read;;;;1;0
35486450;O tyranii. Dwadzieścia lekcji z dwudziestego wieku;Timothy Snyder;Snyder, Timothy;Bartłomiej Pietrzyk;8324042261;9788324042265;0;4.19;Znak;Paperback;128;2017;2017;;2021/12/14;to-read;to-read (#174);to-read;;;;0;0
41461699;Cena nieważkości. Kulisy lotu Polaka w kosmos;Dariusz Kortko;Kortko, Dariusz;Marcin Pietraszewski;8326826715;9788326826719;0;3.98;Agora S.A.;Paperback;360;2018;2018;;2021/12/08;to-read;to-read (#173);to-read;;;;0;0
54129956;Learning React: Modern Patterns for Developing React Apps;Alex Banks;Banks, Alex;Eve Porcello;;;0;4.04;O'Reilly Media;Kindle Edition;312;2020;2017;;2021/07/19;to-read;to-read (#147);to-read;;;;0;0
9245232;The Confidence Gap;Russ Harris;Harris, Russ;;1849016887;9781849016889;0;4.06;Robinson Publishing;Paperback;292;2011;2010;;2021/11/16;to-read;to-read (#172);to-read;;;;0;0
10569880;7 nawyków skutecznego działania;Stephen R. Covey;Covey, Stephen R.;Iwona Majewska-Opiełka;837301425X;9788373018778;0;4.16;Rebis;Paperback;376;2007;1988;;2021/11/16;to-read;to-read (#171);to-read;;;;0;0
58897793;Egzekucja (Chyłka i Zordon, #14);Remigiusz Mróz;Mróz, Remigiusz;;8366981029;9788366981027;4;3.78;Czwarta Strona;Paperback;464;2021;2021;2021/11/16;2021/11/09;;;read;;;;1;0
57449357;Świat bez kobiet. Płeć w polskim życiu publicznym;Agnieszka Graff;Graff, Agnieszka;;8366671992;9788366671997;5;4.22;Marginesy;Paperback;420;2021;2002;2021/11/08;2021/07/21;;;read;;;;1;0
54704301;Prawa ludzkiej natury;Robert Greene;Greene, Robert;Leszek Sielicki;8328355973;9788328355972;0;4.37;Sensus;Hardcover;568;2020;2018;;2021/06/20;to-read;to-read (#96);to-read;;;;0;0
51906054;Kasztanowy ludzik;Søren Sveistrup;Sveistrup, Søren;Justyna Haber-Biały;8328069938;9788328069930;0;4.21;Wydawnictwo W.A.B.;Paperback;560;2019;2018;;2021/10/28;to-read;to-read (#170);to-read;;;;0;0
55781263;TypeScript na poważnie;Michał Miszczyszyn;Miszczyszyn, Michał;;;9788395736339;4;4.49;Type of Web;;352;2020;;2021/06/03;2021/01/20;;;read;;;;2;0
58483665;Gomora: Władza, strach i pieniądze w polskim Kościele;Artur Nowak;Nowak, Artur;Stanisław Obirek;8326837385;9788326837388;5;3.89;Agora S.A.;Paperback;384;2021;2021;2021/10/26;2021/09/15;;;read;;;;1;0
58153481;React Cookbook: Recipes for Mastering the React Framework;David    Griffiths;Griffiths, David;Dawn Griffiths;1492085847;9781492085843;0;3.87;O'Reilly Media;Paperback;510;2021;;;2021/10/20;to-read;to-read (#169);to-read;;;;0;0
34876358;Wzgórze psów;Jakub Żulczyk;Żulczyk, Jakub;;838031350X;9788380313507;5;3.88;Świat Książki;Hardcover;864;2017;2017;2021/10/16;2021/01/20;;;read;;;;1;0
56587838;Jak otworzyłem mózg. Lekcje życia od neurochirurga;Rahul Jandial;Jandial, Rahul;Dariusz Rossowski;;9788382250046;0;4.10;Wydawnictwo Feeria;Paperback;312;2021;2019;;2021/10/11;to-read;to-read (#168);to-read;;;;0;0
56269663;Zmierzch demokracji. Zwodniczy powab autorytaryzmu;Anne Applebaum;Applebaum, Anne;;8326841064;9788326841064;0;3.91;Agora;Hardcover;228;2020;2020;;2021/06/25;to-read;to-read (#103);to-read;;;;0;0
55378110;Netflix. To się nigdy nie uda;Marc Randolph;Randolph, Marc;;;;4;4.21;Wydawnictwo SQN;Audiobook;11;2020;2019;2021/10/03;2021/07/22;;;read;;;;1;0
54110137;Sapiens: A Graphic History, Volume 1 - The Birth of Humankind;Yuval Noah Harari;Harari, Yuval Noah;David Vandermeulen, Daniel Casanave;0063055082;9780063055087;0;4.38;Harper;Hardcover;248;2020;2020;;2021/10/01;to-read;to-read (#167);to-read;;;;0;0
58446621;Ból. Mózg, opioidy i zagadki medycyny;Abdul-Ghaaliq Lalkhen;Lalkhen, Abdul-Ghaaliq;Łukasz Müller;832407273X;9788324072736;0;3.76;Znak literanova;Hardcover;336;2021;;;2021/09/16;to-read;to-read (#166);to-read;;;;0;0
21;A Short History of Nearly Everything;Bill Bryson;Bryson, Bill;;076790818X;9780767908184;0;4.21;Crown;Paperback;544;2004;2003;;2021/09/15;to-read;to-read (#165);to-read;;;;0;0
58413779;Ucieczka od bezradności;Tomasz Stawiszyński;Stawiszyński, Tomasz;;8324073132;9788324073139;0;4.07;Znak literanova;Hardcover;362;2021;2021;;2021/09/15;to-read;to-read (#164);to-read;;;;0;0
18338962;Obłęd '44. Czyli jak Polacy zrobili prezent Stalinowi, wywołując Powstanie Warszawskie;Piotr Zychowicz;Zychowicz, Piotr;;8378184412;9788378184416;5;4.05;Dom Wydawniczy Rebis;Paperback;512;2013;2013;2021/09/13;2021/01/20;;;read;;;;1;0
44230005;Tajemnice wydarte zmarłym;Emily Craig;Craig, Emily;;8324049169;9788324049165;0;4.09;Znak;Paperback;304;2019;2004;;2021/09/06;to-read;to-read (#163);to-read;;;;0;0
15770319;Trupia Farma. Sekrety legendarnego laboratorium sądowego, gdzie zmarli opowiadają swoje historie;William M. Bass;Bass, William M.;Jon Jefferson, Janusz Ochab;8324016562;9788324016563;0;4.22;Społeczny Instytut Wydawniczy Znak;Paperback;344;2012;2003;;2021/09/06;to-read;to-read (#162);to-read;;;;0;0
54228180;Niewidzialne kobiety. Jak dane tworzą świat skrojony pod mężczyzn;Caroline Criado Pérez;Pérez, Caroline Criado;Anna Sak;8366147363;9788366147362;4;4.36;Karakter;Hardcover;480;2020;2019;2021/09/05;2021/03/19;;;read;;;;1;0
6732019;Rework;Jason Fried;Fried, Jason;David Heinemeier Hansson;0307463745;9780307463746;0;3.98;Crown Currency;Hardcover;279;2010;2010;;2021/09/03;to-read;to-read (#161);to-read;;;;0;0
52485076;Refaktoryzacja. Ulepszanie struktury istniejącego kodu.;Martin Fowler;Fowler, Martin;;9788328355;9788328355637;0;4.25;Helion;Paperback;402;2019;1999;;2021/09/03;to-read;to-read (#160);to-read;;;;0;0
51959230;Micro Frontends in Action;Michael Geers;Geers, Michael;;1617296872;9781617296871;0;4.47;Manning;Paperback;296;2020;;;2021/09/03;to-read;to-read (#159);to-read;;;;0;0
3471257;Pan Lodowego Ogrodu. Tom 2 (Pan Lodowego Ogrodu, #2);Jarosław Grzędowicz;Grzędowicz, Jarosław;;836050542X;9788360505427;4;4.18;Fabryka Słów;Paperback;632;2007;2011;2021/08/27;2021/03/19;;;read;;;;1;0
44769035;Instytut;Jakub Żulczyk;Żulczyk, Jakub;;8380316223;9788380316225;4;3.28;Świat Książki;Paperback;240;2016;2010;2021/08/23;2021/07/26;;;read;;;;1;0
34107392;The Brain: What Everyone Needs To Know? (What Everyone Needs To KnowRG);Gary L. Wenk;Wenk, Gary L.;;0190603429;9780190603427;0;4.11;Oxford University Press;Kindle Edition;191;2017;;;2021/08/22;to-read;to-read (#158);to-read;;;;0;0
49099937;No Rules Rules: Netflix and the Culture of Reinvention;Reed Hastings;Hastings, Reed;Erin Meyer;0593152387;9780593152386;0;4.28;Random House Large Print;Paperback;464;2020;2020;;2021/08/08;to-read;to-read (#157);to-read;;;;0;0
56852407;Billy Summers;Stephen King;King, Stephen;;1982173610;9781982173616;0;4.21;Scribner;Hardcover;515;2021;2021;;2021/08/08;to-read;to-read (#156);to-read;;;;0;0
57191615;End-to-End Web Testing with Cypress: Explore techniques for automated frontend web testing with Cypress and JavaScript;Waweru Mwaura;Mwaura, Waweru;;;;4;3.23;Packt Publishing;Kindle Edition;240;2021;;2021/08/03;2021/07/14;;;read;;;;1;0
54315341;Gambit królowej;Walter Tevis;Tevis, Walter;Hanna Pustuła-Lewicka;838191051X;9788381910514;0;4.19;Wydawnictwo Czarne;Paperback;360;2020;1983;;2021/07/27;to-read;to-read (#155);to-read;;;;0;0
52290273;The Future Is Faster Than You Think: How Converging Technologies Are Transforming Business, Industries, and Our Lives;Peter H. Diamandis;Diamandis, Peter H.;Steven Kotler;1982109661;9781982109660;0;4.16;Simon  Schuster;Hardcover;384;2020;2020;;2021/07/26;to-read;to-read (#154);to-read;;;;0;0
50772888;No Filter: The Inside Story of Instagram;Sarah Frier;Frier, Sarah;;1982126809;9781982126803;0;4.11;Simon & Schuster;Hardcover;352;2020;2020;;2021/07/26;to-read;to-read (#153);to-read;;;;0;0
55688875;Wiek kapitalizmu inwigilacji. Walka o przyszłość ludzkości na nowej granicy władzy;Shoshana Zuboff;Zuboff, Shoshana;Alicja Unterschuetz;8382020410;9788382020410;0;4.06;Zysk i S-ka;Paperback;864;2020;2018;;2021/07/22;to-read;to-read (#152);to-read;;;;0;0
53501866;JavaScript: The Definitive Guide: Master the World's Most-Used Programming Language;David Flanagan;Flanagan, David;;;;0;4.08;O'Reilly Media;Kindle Edition;708;2020;1996;;2021/07/15;to-read;to-read (#143);to-read;;;;0;0
45901664;Pokolenie '89. Młodzi o polskiej transformacji;Jakub Sawulski;Sawulski, Jakub;;836623228X;9788366232280;0;4.34;Wydawnictwo Krytyki Politycznej;Paperback;256;2019;2019;;2021/07/21;to-read;to-read (#151);to-read;;;;0;0
29079223;Głód;Martín Caparrós;Caparrós, Martín;Marta Szafrańska-Brandt;8308061001;9788308061008;0;4.47;Wydawnictwo Literackie;Hardcover;716;2016;2014;;2021/07/19;to-read;to-read (#150);to-read;;;;0;0
41724721;Wielka czwórka. Ukryte DNA: Amazon, Apple, Facebook i Google;Scott Galloway;Galloway, Scott;Jolanta Kubiak;8380623258;9788380623255;0;3.84;Rebis;Paperback;368;2018;2017;;2021/07/19;to-read;to-read (#149);to-read;;;;0;0
57514411;Clint. Życie i legenda;Patrick McGilligan;McGilligan, Patrick;Ewa Penksyk-Kluczkowska;8324079610;9788324079612;0;3.53;Znak;Hardcover;480;2021;1999;;2021/07/19;to-read;to-read (#148);to-read;;;;0;0
52962224;React Hooks in Action: With Suspense and Concurrent Mode;John Larsen;Larsen, John;;1617297631;9781617297632;0;3.83;Manning;Paperback;376;2021;;;2021/07/19;to-read;to-read (#146);to-read;;;;0;0
54229030;Benjamin Franklin;Walter Isaacson;Isaacson, Walter;Jan Szkudliński;8381169631;9788381169639;0;4.04;Zysk i S-ka;Paperback;650;2020;2003;;2021/07/19;to-read;to-read (#145);to-read;;;;0;0
40088132;Gdyby nasze ciało potrafiło mówić. Podręcznik użytkownika;James Hamblin;Hamblin, James;Jacek Konieczny;8365973251;9788365973252;0;3.98;Wydawnictwo Marginesy;Hardcover;432;2018;2016;;2021/07/16;to-read;to-read (#144);to-read;;;;0;0
51517179;Clean Code in JavaScript: Develop reliable, maintainable, and robust JavaScript;James Padolsey;Padolsey, James;;1789957648;9781789957648;0;3.70;Packt Publishing;Paperback;548;2020;;;2021/07/15;to-read;to-read (#142);to-read;;;;0;0
53828370;Testing JavaScript Applications;Lucas Fernandes da Costa;Costa, Lucas Fernandes da;;1617297917;9781617297915;0;4.69;Manning;ebook;325;2020;2020;;2021/07/15;to-read;to-read (#141);to-read;;;;0;0
40745;Mindset: The New Psychology of Success;Carol S. Dweck;Dweck, Carol S.;;;;0;4.09;Random House;Hardcover;276;2006;2006;;2021/07/13;to-read;to-read (#140);to-read;;;;0;0
25847352;Professor Frisby's Mostly Adequate Guide to Functional Programming;Brian Lonsdorf;Lonsdorf, Brian;;;;0;4.35;;ebook;146;;;;2021/07/12;to-read;to-read (#139);to-read;;;;0;0
40780388;Ego to Twój wróg;Ryan Holiday;Holiday, Ryan;Tomasz Walczak;8328334984;9788328334984;4;4.14;OnePress;Paperback;208;2018;2016;2021/07/09;2021/01/20;;;read;;;;1;0
52512970;Pamięć nieulotna;Edward Snowden;Snowden, Edward;Michał Jóźwiak, Michał Strąkow, Bożena Jóźwiak;8366360156;9788366360150;0;4.30;Insignis;Paperback;450;2019;2019;;2021/07/08;to-read;to-read (#137);to-read;;;;0;0
26156469;Never Split the Difference: Negotiating As If Your Life Depended On It;Chris Voss;Voss, Chris;Tahl Raz;0062407805;9780062407801;0;4.36;Harper Business;Hardcover;274;2016;2016;;2021/07/08;to-read;to-read (#136);to-read;;;;0;0
21413662;What If? Serious Scientific Answers to Absurd Hypothetical Questions;Randall Munroe;Munroe, Randall;;0544272994;9780544272996;0;4.14;Dey Street Books;Hardcover;303;2014;2014;;2021/07/04;to-read;to-read (#135);to-read;;;;0;0
54858539;Nienawiść sp. z o.o. Jak dzisiejsze media każą nam gardzić sobą nawzajem;Matt Taibbi;Taibbi, Matt;Tomasz S. Gałązka;8381910854;9788381910859;0;4.12;Czarne;Hardcover;360;2020;2019;;2021/07/01;to-read;to-read (#134);to-read;;;;0;0
1319;The War of Art: Winning the Inner Creative Battle;Steven Pressfield;Pressfield, Steven;;0446691437;9780446691437;0;3.99;Warner Books;Paperback;168;2003;2002;;2021/07/01;to-read;to-read (#133);to-read;;;;0;0
13525945;So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love;Cal Newport;Newport, Cal;;1455509108;9781455509102;0;4.08;Business Plus;Kindle Edition;288;2012;2012;;2021/07/01;to-read;to-read (#132);to-read;;;;0;0
50039497;Margaret Thatcher: Herself Alone: The Authorized Biography;Charles   Moore;Moore, Charles;;1101947209;9781101947203;0;4.39;Knopf Publishing Group;Hardcover;1056;2019;2019;;2021/06/30;to-read;to-read (#131);to-read;;;;0;0
34684622;Leonardo da Vinci;Walter Isaacson;Isaacson, Walter;;1501139150;9781501139154;0;4.19;Simon & Schuster;Hardcover;600;2017;2017;;2021/06/30;to-read;to-read (#130);to-read;;;;0;0
10884;Einstein: His Life and Universe;Walter Isaacson;Isaacson, Walter;;0743264738;9780743264730;0;4.16;Simon & Schuster;Hardcover;675;2007;2007;;2021/06/30;to-read;to-read (#129);to-read;;;;0;0
54968118;The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race;Walter Isaacson;Isaacson, Walter;;1982115858;9781982115852;0;4.29;Simon & Schuster;Hardcover;536;2021;2021;;2021/06/30;to-read;to-read (#128);to-read;;;;0;0
56695159;Amazon Unbound: Jeff Bezos and the Invention of a Global Empire;Brad Stone;Stone, Brad;;1982132612;9781982132613;0;4.09;Simon & Schuster;Hardcover;496;2021;2021;;2021/06/30;to-read;to-read (#127);to-read;;;;0;0
324748;The Dip: A Little Book That Teaches You When to Quit (and When to Stick);Seth Godin;Godin, Seth;;1591841666;9781591841661;0;3.80;Portfolio;Hardcover;80;2007;2007;;2021/06/30;to-read;to-read (#126);to-read;;;;0;0
15751404;David and Goliath: Underdogs, Misfits, and the Art of Battling Giants;Malcolm Gladwell;Gladwell, Malcolm;;0316204366;9780316204361;0;3.97;Little, Brown and Company;Hardcover;305;2013;2013;;2021/06/30;to-read;to-read (#124);to-read;;;;0;0
2612;The Tipping Point: How Little Things Can Make a Big Difference;Malcolm Gladwell;Gladwell, Malcolm;;0316346624;9780316346627;0;4.00;Time Warner Book Group;Paperback;301;2002;2000;;2021/06/30;to-read;to-read (#123);to-read;;;;0;0
40102;Blink: The Power of Thinking Without Thinking;Malcolm Gladwell;Gladwell, Malcolm;Barry Fox, Irina Henegar;0316010669;9780316010665;0;3.96;Back Bay Books;Paperback;296;2007;2005;;2021/06/30;to-read;to-read (#122);to-read;;;;0;0
18668059;The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph;Ryan Holiday;Holiday, Ryan;;1591846358;9781591846352;0;4.15;Portfolio;Hardcover;201;2014;2014;;2021/06/30;to-read;to-read (#121);to-read;;;;0;0
30257963;12 Rules for Life: An Antidote to Chaos;Jordan B. Peterson;Peterson, Jordan B.;;0345816021;9780345816023;0;3.93;Random House Canada;Audiobook;409;2018;2018;;2021/06/30;to-read;to-read (#120);to-read;;;;0;0
3228917;Outliers: The Story of Success;Malcolm Gladwell;Gladwell, Malcolm;;0316017922;9780316017923;0;4.19;Little, Brown and Company;Hardcover;309;2008;2008;;2021/06/30;to-read;to-read (#119);to-read;;;;0;0
55339408;Noise: A Flaw in Human Judgment;Daniel Kahneman;Kahneman, Daniel;Olivier Sibony, Cass R. Sunstein;0316451401;9780316451406;0;3.66;Little, Brown Spark;Hardcover;454;2021;2021;;2021/06/30;to-read;to-read (#118);to-read;;;;0;0
45879931;Essential TypeScript: From Beginner to Pro;Adam Freeman;Freeman, Adam;;148424978X;9781484249789;0;3.96;Apress;Paperback;567;2019;;;2021/06/30;to-read;to-read (#117);to-read;;;;0;0
58300797;Pi razy oko. Komedia matematycznych pomyłek;Matt    Parker;Parker, Matt;Jakub Radzimiński;8366575357;9788366575356;0;4.11;Insignis Media;Paperback;376;2021;2019;;2021/06/29;to-read;to-read (#116);to-read;;;;0;0
55846238;Jak ocalić świat od katastrofy klimatycznej. Rozwiązania, które już mamy, zmiany, jakich potrzebujemy;Bill  Gates;Gates, Bill;Michał Rogalski;832684120X;9788326841200;0;4.14;Agora S.A.;Hardcover;320;2021;2021;;2021/06/29;to-read;to-read (#115);to-read;;;;0;0
44091909;Nawyk nieodwlekania. Proste sposoby pokonania prokrastynacji;S.J. Scott;Scott, S.J.;Piotr Cieślak;;9788328348684;0;3.74;Sensus;ebook;;2019;2017;;2021/06/29;to-read;to-read (#114);to-read;;;;0;0
57348283;Afekt (Chyłka i Zordon, #13);Remigiusz Mróz;Mróz, Remigiusz;;8366736237;9788366736238;3;3.68;Czwarta Strona;Paperback;544;2021;2021;2021/06/29;2021/03/10;;;read;;;;1;0
56928940;Od Z do A. Jak to zrobiliśmy?;Colin Bryar;Bryar, Colin;Bill  Carr, Magda Witkowska;8382100961;9788382100969;0;4.23;SQN;Paperback;320;2021;2021;;2021/06/26;to-read;to-read (#108);to-read;;;;0;0
29066539;Dziewczyna z pociągu;Paula Hawkins;Hawkins, Paula;Jan Kraśko;8380314506;9788380314504;3;3.96;Świat Książki;Paperback;328;2015;2015;;2021/01/20;;;read;;;;1;0
31823677;Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers;Timothy Ferriss;Ferriss, Timothy;Arnold Schwarzenegger;;;0;4.10;Houghton Mifflin Harcourt;Kindle Edition;827;2016;2016;;2021/06/28;to-read;to-read (#113);to-read;;;;0;0
28393998;Człowiek. Biografia;Robin I.M. Dunbar;Dunbar, Robin I.M.;Łukasz Lamża;;9788378861799;0;4.06;Copernicus Center Press;ebook;;2015;2014;;2021/06/28;to-read;to-read (#112);to-read;;;;0;0
42955165;Plemię mentorów;Timothy Ferriss;Ferriss, Timothy;;8380874080;9788380874084;0;4.07;MT Biznes;Paperback;628;2018;2017;;2021/06/28;to-read;to-read (#111);to-read;;;;0;0
56267591;Sztuka blyskawicznej koncentracji. Mistrzostwo w zarzadzaniu uwaga;Damon Zahariades;Zahariades, Damon;;8328361973;9788328361973;0;3.70;OnePress;Paperback;232;2020;;;2021/06/28;to-read;to-read (#110);to-read;;;;0;0
31324473;Co ludzie sukcesu robią przed śniadaniem;Laura Vanderkam;Vanderkam, Laura;Joanna Sugiero;8328321440;9788328321441;0;3.40;Onepress;Paperback;168;2016;2012;;2021/06/28;to-read;to-read (#109);to-read;;;;0;0
25498005;Magia sprzątania. Japońska sztuka porządkowania i organizacji;Marie Kondō;Kondō, Marie;Magdalena Macińska;;9788377589830;0;3.87;MUZA S.A.;ebook;222;2015;2010;;2021/06/25;to-read;to-read (#107);to-read;;;;0;0
18290401;Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered;Austin Kleon;Kleon, Austin;;076117897X;9780761178972;0;4.12;Workman Publishing Company;Paperback;215;2014;2014;;2021/06/25;to-read;to-read (#106);to-read;;;;0;0
17206225;Jednym kliknięciem. Historia Jeffa Bezosa i rosnącej potęgi Amazon.com;Richard L. Brandt;Brandt, Richard L.;Magda Witkowska;;9788324653423;0;3.74;Onepress;ebook;184;2012;2011;;2021/06/25;to-read;to-read (#105);to-read;;;;0;0
95887;Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time;Brian Tracy;Tracy, Brian;;1576754227;9781576754221;0;3.87;Berrett-Koehler Publishers;Paperback;128;2007;2001;;2021/06/25;to-read;to-read (#104);to-read;;;;0;0
590652;The Slight Edge;Jeff Olson;Olson, Jeff;;0967285550;9780967285559;0;4.29;Momentum Media;Paperback;168;2005;2005;;2021/06/25;to-read;to-read (#102);to-read;;;;0;0
13589182;Mastery;Robert Greene;Greene, Robert;;0670024961;9780670024964;0;4.26;Viking;Hardcover;318;2012;2012;;2021/06/25;to-read;to-read (#101);to-read;;;;0;0
1303;The 48 Laws of Power;Robert Greene;Greene, Robert;;0140280197;9780140280197;0;4.14;Penguin Books;Paperback;452;2000;1998;;2021/06/25;to-read;to-read (#100);to-read;;;;0;0
44000884;Odwaga bycia nielubianym. Japoński fenomen, który pokazuje, jak być wolnym i odmienić własne życie;Ichiro Kishimi;Kishimi, Ichiro;Fumitake Koga, Piotr Cieślak;8375796026;9788375796025;0;4.03;Galaktyka;Paperback;248;2017;2013;;2021/06/25;to-read;to-read (#99);to-read;;;;0;0
43701534;A Philosophy of Software Design;John Ousterhout;Ousterhout, John;;;;0;4.20;Yaknyam Press, Palo Alto, CA;Kindle Edition;179;2019;2018;;2021/06/25;to-read;to-read (#98);to-read;;;;0;0
44424488;Nowe życie, czyli jak największe umysły wszechczasów odkryły, skąd się biorą dzieci;Edward Dolnick;Dolnick, Edward;;;;0;4.05;;;400;2019;2017;;2021/01/21;to-read;to-read (#54);to-read;;;;0;0
54898389;The Almanack of Naval Ravikant: A Guide to Wealth and Happiness;Eric Jorgenson;Jorgenson, Eric;;;9781544514208;0;4.46;Magrathea Publishing;Kindle Edition;244;2020;2020;;2021/06/23;to-read;to-read (#97);to-read;;;;0;0
56656859;Czuła przewodniczka. Kobieca droga do siebie;Natalia de Barbaro;Barbaro, Natalia de;Aneta Klejnowska;8326836443;9788326836442;3;3.55;Agora S.A.;Paperback;256;2021;2021;2021/06/20;2021/05/24;;;read;;;;1;0
23710228;Prawy umysł. Dlaczego dobrych ludzi dzieli religia i polityka;Jonathan Haidt;Haidt, Jonathan;Agnieszka Nowak-Młynikowska;836212282X;9788362122820;0;4.20;Smak Słowa;Paperback;512;2014;2012;;2021/06/17;to-read;to-read (#95);to-read;;;;0;0
5553;Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher;Richard P. Feynman;Feynman, Richard P.;;0465023924;9780465023929;0;4.21;Basic Books;Paperback;138;1995;1994;;2021/06/17;to-read;to-read (#94);to-read;;;;0;0
12228097;Chimp Paradox: How Our Impulses and Emotions Can Determine Success and Happiness and How We Can Control Them;Steve   Peters;Peters, Steve;;009193558X;9780091935580;0;3.99;Vermilion;Paperback;346;2012;2012;;2021/06/13;to-read;to-read (#93);to-read;;;;0;0
36064445;Skin in the Game: The Hidden Asymmetries in Daily Life;Nassim Nicholas Taleb;Taleb, Nassim Nicholas;;0241300657;9780241300657;0;3.90;Allen Lane;Paperback;272;2018;2018;;2021/06/13;to-read;to-read (#92);to-read;;;;0;0
55829598;Pasja testowania;Krzysztof Jadczyk;Jadczyk, Krzysztof;;9788381895;9788381895279;3;2.50;Ridero;ebook;186;2019;;2021/06/11;2021/05/15;;;read;;;;1;0
50075697;Lego. Jak pokonać kryzys, zawojować świat i zbudować potęgę z klocków;Niels Lunde;Lunde, Niels;Agnieszka Świerk;8326829102;9788326829109;0;3.85;Agora S.A.;Paperback;437;2019;2012;;2021/06/10;to-read;to-read (#91);to-read;;;;0;0
54849642;#takietampieprzenie2020;Anna Makowska;Makowska, Anna;;;9788395467066;2;3.52;Doktor Ania Publishing;;181;2020;;2021/06/10;2021/05/23;;;read;;;;1;0
48718398;Bezpieczeństwo aplikacji webowych;Michał Bentkowski;Bentkowski, Michał;Artur Czyż, Rafał Janicki, Jarosław Kamiński, Adrian Michalczyk, Mateusz Niezabitowski, Marcin Piosek, Michał Sajdak, Grzegorz Trawiński, Bohdan Widła;;;0;3.71;Sekurak;Paperback;800;2019;;;2021/06/09;to-read;to-read (#90);to-read;;;;0;0
18077875;Essentialism: The Disciplined Pursuit of Less;Greg McKeown;McKeown, Greg;;0804137382;9780804137386;0;4.07;Crown Currency;Hardcover;260;2014;2011;;2021/06/05;to-read;to-read (#89);to-read;;;;0;0
54895700;Effortless: Make It Easier to Do What Matters Most;Greg McKeown;McKeown, Greg;;0593135644;9780593135648;0;4.20;Crown Currency;Hardcover;272;2021;2021;;2021/06/05;to-read;to-read (#88);to-read;;;;0;0
51720411;Think Like a Rocket Scientist: Simple Strategies You Can Use to Make Giant Leaps in Work and Life;Ozan Varol;Varol, Ozan;;1541762592;9781541762596;0;4.21;PublicAffairs;Hardcover;368;2020;2020;;2021/06/05;to-read;to-read (#86);to-read;;;;0;0
